2018-04-27 14:03:22.818 [main] DEBUG com.project.plan.config.listener.ApplicationEventListener - 初始化环境变量
2018-04-27 14:03:22.871 [main] INFO  com.project.plan.PlanApplicationTests - Starting PlanApplicationTests on MS-F0133-SH1SW with PID 257484 (started by yingjing.liu in D:\rgk_project_info_system\ProjectPlan)
2018-04-27 14:03:22.871 [main] DEBUG com.project.plan.PlanApplicationTests - Running with Spring Boot v1.4.2.RELEASE, Spring v4.3.4.RELEASE
2018-04-27 14:03:22.871 [main] INFO  com.project.plan.PlanApplicationTests - The following profiles are active: prod
2018-04-27 14:03:22.900 [main] DEBUG com.project.plan.config.listener.ApplicationEventListener - 初始化环境变量完成
2018-04-27 14:03:23.090 [background-preinit] DEBUG org.jboss.logging - Logging Provider: org.jboss.logging.Slf4jLoggerProvider found via system property
2018-04-27 14:03:25.150 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2018-04-27 14:03:32.649 [main] DEBUG com.project.plan.config.listener.ApplicationEventListener - 应用刷新
2018-04-27 14:03:32.657 [main] DEBUG com.project.plan.config.listener.ApplicationEventListener - 应用已启动完成
2018-04-27 14:03:32.658 [main] INFO  com.project.plan.PlanApplicationTests - Started PlanApplicationTests in 10.099 seconds (JVM running for 11.413)
2018-04-27 14:03:32.997 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:32.997 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:32.998 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:32.998 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.003 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.035 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.036 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.037 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.037 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.038 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.039 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.054 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.055 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.056 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.056 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.058 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.060 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.062 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.062 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.269 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.208 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.209 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.210 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.210 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.211 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.212 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.212 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.213 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.214 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.416 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.417 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.418 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.418 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.419 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.420 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.421 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.422 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.423 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.425 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.426 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.426 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.427 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.428 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.430 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.432 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.434 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.436 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.438 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.439 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.440 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.441 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.442 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.442 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.443 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.444 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.445 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.446 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.447 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.448 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.448 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.449 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.450 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.451 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.452 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.453 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.454 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.454 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.455 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.456 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.457 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.457 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.458 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.459 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.459 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.460 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.461 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.461 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.462 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.463 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.464 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.464 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.465 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.466 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.466 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.467 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:35.603 [main] DEBUG org.hibernate.SQL - select count(*) as col_0_0_ from t_tache tache0_
2018-04-27 14:03:35.616 [main] DEBUG org.hibernate.SQL - select count(1) as col_0_0_ from t_tache tache0_ cross join t_module module1_ where tache0_.module_id=module1_.id and module1_.stat=0 and (tache0_.stat in (? , ?)) and (tache0_.tache_index in (? , ? , ? , ?))
2018-04-27 14:03:35.621 [main] DEBUG org.hibernate.SQL - select count(1) as col_0_0_ from t_tache tache0_ cross join t_module module1_ where tache0_.module_id=module1_.id and module1_.stat=0 and (tache0_.stat in (? , ?)) and (tache0_.tache_index in (?))
2018-04-27 14:03:35.625 [main] DEBUG org.hibernate.SQL - select count(1) as col_0_0_ from t_tache tache0_ cross join t_module module1_ where tache0_.module_id=module1_.id and module1_.stat=0 and (tache0_.stat in (? , ?)) and (tache0_.tache_index in (? , ?))
2018-04-27 14:03:35.627 [main] DEBUG org.hibernate.SQL - select count(1) as col_0_0_ from t_tache tache0_ cross join t_module module1_ where tache0_.module_id=module1_.id and module1_.stat=0 and (tache0_.stat in (? , ?)) and (tache0_.tache_index in (?))
2018-04-27 14:03:35.628 [main] DEBUG org.hibernate.SQL - select count(1) as col_0_0_ from t_tache tache0_ cross join t_module module1_ where tache0_.module_id=module1_.id and module1_.stat=0 and (tache0_.stat in (? , ?)) and (tache0_.tache_index in (? , ?))
2018-04-27 14:03:35.629 [main] DEBUG org.hibernate.SQL - select count(1) as col_0_0_ from t_tache tache0_ cross join t_module module1_ where tache0_.module_id=module1_.id and module1_.stat=0 and (tache0_.stat in (? , ?)) and (tache0_.tache_index in (? , ?))
2018-04-27 14:03:35.637 [main] DEBUG org.hibernate.SQL - select count(1) as col_0_0_ from t_tache tache0_ cross join t_module module1_ where tache0_.module_id=module1_.id and module1_.stat=0 and (tache0_.stat in (?)) and (tache0_.tache_index in (? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ?))
2018-04-27 14:03:35.683 [main] DEBUG org.hibernate.SQL - select count(tache0_.id) as col_0_0_ from t_tache tache0_ where 1=1
2018-04-27 14:03:35.686 [main] DEBUG org.hibernate.SQL - select tache0_.id as id1_3_, tache0_.create_comment as create_c2_3_, tache0_.create_time as create_t3_3_, tache0_.update_comment as update_c4_3_, tache0_.update_time as update_t5_3_, tache0_.archive_time as archive_6_3_, tache0_.module_id as module_14_3_, tache0_.name as name7_3_, tache0_.plan_begin_time as plan_beg8_3_, tache0_.plan_end_time as plan_end9_3_, tache0_.real_begin_time as real_be10_3_, tache0_.real_end_time as real_en11_3_, tache0_.stat as stat12_3_, tache0_.tache_index as tache_i13_3_, tache0_.user_id as user_id15_3_ from t_tache tache0_ where 1=1 limit ?
2018-04-27 14:03:35.729 [main] DEBUG org.hibernate.SQL - select count(module0_.id) as col_0_0_ from t_module module0_
2018-04-27 14:03:35.730 [main] DEBUG org.hibernate.SQL - select module0_.id as id1_0_, module0_.create_comment as create_c2_0_, module0_.create_time as create_t3_0_, module0_.update_comment as update_c4_0_, module0_.update_time as update_t5_0_, module0_.name as name6_0_, module0_.project_id as project10_0_, module0_.start_time as start_ti7_0_, module0_.stat as stat8_0_, module0_.wish_time as wish_tim9_0_ from t_module module0_ limit ?
2018-04-27 14:03:35.730 [main] DEBUG org.hibernate.SQL - select project0_.id as id1_2_0_, project0_.create_comment as create_c2_2_0_, project0_.create_time as create_t3_2_0_, project0_.update_comment as update_c4_2_0_, project0_.update_time as update_t5_2_0_, project0_.name as name6_2_0_, project0_.stat as stat7_2_0_ from t_project project0_ where project0_.id=?
2018-04-27 14:03:35.739 [Thread-1] DEBUG com.project.plan.config.listener.ApplicationEventListener - 应用关闭
2018-04-27 14:03:35.751 [Thread-1] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2018-04-27 15:41:34.654 [main] DEBUG com.project.plan.config.listener.ApplicationEventListener - 初始化环境变量
2018-04-27 15:41:34.722 [main] INFO  com.project.plan.PlanApplicationTests - Starting PlanApplicationTests on MS-F0133-SH1SW with PID 261448 (started by yingjing.liu in D:\rgk_project_info_system\ProjectPlan)
2018-04-27 15:41:34.723 [main] DEBUG com.project.plan.PlanApplicationTests - Running with Spring Boot v1.4.2.RELEASE, Spring v4.3.4.RELEASE
2018-04-27 15:41:34.723 [main] INFO  com.project.plan.PlanApplicationTests - The following profiles are active: prod
2018-04-27 15:41:34.751 [main] DEBUG com.project.plan.config.listener.ApplicationEventListener - 初始化环境变量完成
2018-04-27 15:41:34.878 [background-preinit] DEBUG org.jboss.logging - Logging Provider: org.jboss.logging.Slf4jLoggerProvider found via system property
2018-04-27 15:41:37.508 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2018-04-27 15:41:43.672 [main] DEBUG com.project.plan.config.listener.ApplicationEventListener - 应用刷新
2018-04-27 15:41:43.680 [main] DEBUG com.project.plan.config.listener.ApplicationEventListener - 应用已启动完成
2018-04-27 15:41:43.681 [main] INFO  com.project.plan.PlanApplicationTests - Started PlanApplicationTests in 9.291 seconds (JVM running for 9.975)
2018-04-27 15:41:43.852 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 15:41:43.853 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 15:41:43.853 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 15:41:43.854 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 15:41:43.854 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 15:41:43.857 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 15:41:43.858 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 15:41:43.859 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 15:41:43.859 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 15:41:43.861 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 15:41:43.862 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 15:41:43.863 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 15:41:43.864 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 15:41:43.865 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 15:41:43.866 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 15:41:43.867 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 15:41:43.870 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 15:41:43.871 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 15:41:43.871 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 15:41:44.001 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
